Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"5006786-1","Gear","Posters",2021,"ETDM Concept Art",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006787-1","Gear","Posters",2021,"Punk Pirate Concept Art",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006788-1","Gear","Posters",2021,"TROPICON Concept Art",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006789-1","Gear","Posters",2021,"Robo HIP HOP Concept Art",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006790-1","Gear","Posters",2021,"K-PAWP Concept Art",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006791-1","Gear","Posters",2021,"Candy Pop Concept Art",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007117-1","Gear","Posters",2021,"Belle & Beast Art Print",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007118-1","Gear","Posters",2021,"Frozen Art Print",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007119-1","Gear","Posters",2021,"Rapunzel Art Print",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BLOCKS084-1","Books","Magazines/Blocks",2021,"Blocks magazine issue 84",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BT21-4","Promotional","Toys R Us",2021,"Alice in Wonderland",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006955-1","Gear","Storage",2021,"Storage Head Large (Silly)",,,19.99,34.99,37.99,22.99,5711938030889,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006956-1","Gear","Storage",2021,"Storage Head Large (Winking)",,,19.99,34.99,37.99,22.99,5711938030896,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5007024-1","Gear","Miscellaneous",2021,"Ninjago Anniversary Box",,,21.99,,,,9788325337841,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006267-1","Gear","Bag Tags",2021,"Darth Vader Bag Tag",,,5.99,5.99,7.99,6.99,4895028522339,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006587-1","Gear","Storage",2021,"Brick Shelf 4 Knobs Bright Red",,,,19.99,22.99,,,887988014058,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006589-1","Gear","Storage",2021,"Brick Shelf 8 Knobs Bright Red",,,,29.99,33.99,,,887988014119,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006871-1","Gear","Storage",2021,"4 Stud Brick Drawer Green",,,,29.99,32.99,,5711938029456,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006855-1","Gear","Bag Tags",2021,"Grogu Bag Tag",,,6.99,6.99,6.99,7.99,4895028529611,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006396-1","Gear","Collectable Coin",2021,"Limited Edition Super Mario Gold Coin",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006355-1","Gear","Bags",2021,"Blue Small Brick Backpack",,,44.99,39.99,44.99,49.99,,757894512934,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5006860-1","Gear","Lights",2021,"Grogu Key Light",,,11.99,13.99,13.99,12.99,4895028529727,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9780241542491-1","Books","Dorling Kindersley",2022,"Meet the Minifigures",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BT21-1","Promotional","Toys R Us",2021,"Hansel and Gretel",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BT21-2","Promotional","Toys R Us",2021,"Jack and the Beanstalk",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BT21-3","Promotional","Toys R Us",2021,"Little Red Riding Hood",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853790-1","Gear","Housewares",2018,"Unikitty Tumbler",,,6.99,7.99,9.99,7.99,673419293990,673419293990,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853791-1","Gear","Housewares",2018,"Unikitty Hydration Bottle",,,10.99,,,12.99,,673419293983,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"4000025-1","Miscellaneous","LEGO Inside Tour Exclusive",2018,"LEGO Ferguson Tractor",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,2300.0000,,"",""
"853770-1","Gear","Key Chains/Star Wars",2018,"BB-9E Key Chain",,,3.99,5.99,6.99,4.99,673419292948,673419292948,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853780-1","Gear","Jewellery",2018,"Creative Rings",,,8.99,9.99,11.99,9.99,,673419292931,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853768-1","Gear","Key Chains/Star Wars",2018,"Landspeeder Bag Charm",,,4.99,5.99,6.99,5.99,673419287463,673419287463,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853769-1","Gear","Key Chains/Star Wars",2018,"Han Solo Key Chain",,,3.99,5.99,6.99,4.86,673419294157,673419294157,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005473-1","Gear","Watches/Clocks",2018,"BB-8 Minifigure Link Watch",,,19.99,,,24.99,5060286802380,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005474-1","Gear","Watches/Clocks",2018,"Stormtrooper Minifigure Link Watch",,,19.99,,,24.99,5060286802397,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853762-1","Gear","Housewares",2018,"NINJAGO MOVIE Tumbler",,,6.99,,,7.99,,673419293730,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005624-1","Gear","Posters",2018,"Y-Wing blueprint poster",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"239-2","Books","LEGO",1966,"Idea Book",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781684125401-1","Books","Thunder Bay Press",2018,"How to Build Easy Creations with LEGO Bricks",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781684125418-1","Books","Thunder Bay Press",2018,"How to Build Space Explorers with LEGO Bricks",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781513261713-1","Books","Graphic Arts Books",2018,"Build It! Race Cars:",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9780760361641-1","Books","Motorbooks",2018,"How To Build Brick Airplanes",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781593279301-1","Books","No Starch Press",2018,"LEGO Neighborhood Book 2",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781438011974-1","Books","Barron's Educational Series",2018,"Brick Robots",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781438011967-1","Books","Barron's Educational Series",2018,"Brick Pets",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781684125395-1","Books","Thunder Bay Press",2018,"How to Build Dream Cars with LEGO Bricks",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781513261102-1","Books","Graphic Arts Books",2018,"Build It! Dinosaurs:",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781513261133-1","Books","Graphic Arts Books",2018,"Build It! Trains",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781513261164-1","Books","Graphic Arts Books",2018,"Build It! Sea Life",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853793-1","Gear","Key Chains/Brick",2018,"2x4 Rose Gold Keyring",,,3.99,5.99,6.99,4.86,,673419287081,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005579-1","Gear","Stationery",2018,"LEGO Erasers 3 Pack",,,2.99,,,3.99,4895028511425,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005580-1","Gear","Bags",2018,"LEGO Banana Guy Luggage Tag",,,6.99,9.99,12.99,7.99,4895028511463,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005581-1","Gear","Stationery",2018,"LEGO Brick Erasers 3 Pack",,,1.99,,,2.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005582-1","Gear","Bags",2018,"LEGO Hot Dog Guy Luggage Tag",,,6.99,9.99,12.99,7.99,4895028511661,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005625-1","Gear","Stationery",2018,"LEGO Pencils 2 pack",,,1.99,,,2.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853798-1","Gear","Stationery",2018,"Notebook with Studs 2018",,,10.99,12.99,15.99,12.99,673419289481,673419289481,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005509-1","Gear","Bags",2018,"Brick Pouch Red",,,,14.99,19.99,,,757894511302,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005510-1","Gear","Bags",2018,"Brick Pouch Pink",,,,14.99,19.99,,,757894511340,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005511-1","Gear","Bags",2018,"Brick Pouch Orange",,,,14.99,19.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005512-1","Gear","Bags",2018,"Brick Pouch Green",,,,14.99,19.99,,,757894511296,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005513-1","Gear","Bags",2018,"Brick Pouch Blue",,,,14.99,19.99,,,757894511333,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005514-1","Gear","Bags",2018,"Brick Pouch Black",,,,14.99,19.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005515-1","Gear","Bags",2018,"Brick Lunch Bag Yellow",,,24.99,24.99,29.99,29.99,,757894511470,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005516-1","Gear","Bags",2018,"Brick Lunch Bag Orange",,,24.99,24.99,29.99,29.99,,757894511463,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005517-1","Gear","Bags",2018,"Brick Lunch Bag Navy",,,,24.99,29.99,,,757894511494,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005518-1","Gear","Bags",2018,"Brick Lunch Bag Gray",,,,24.99,29.99,,,757894511487,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005519-1","Gear","Bags",2018,"Brick Lunch Bag Green",,,24.99,24.99,29.99,29.99,,757894511456,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005520-1","Gear","Bags",2018,"Brick Backpack Yellow",,,49.99,49.99,59.99,59.99,,757894511395,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005521-1","Gear","Bags",2018,"Brick Backpack Orange",,,49.99,49.99,59.99,59.99,,757894511388,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005523-1","Gear","Bags",2018,"Brick Backpack Navy",,,49.99,49.99,59.99,59.99,,757894511623,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005524-1","Gear","Bags",2018,"Brick Backpack Gray",,,,49.99,59.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005525-1","Gear","Bags",2018,"Brick Backpack Green",,,49.99,49.99,59.99,59.99,5711013090708,757894511371,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005530-1","Gear","Bags",2018,"Brick Lunch Bag Pink",,,24.99,24.99,29.99,29.99,,757894510107,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005531-1","Gear","Bags",2018,"Brick Lunch Bag Blue",,,24.99,24.99,29.99,29.99,,757894510084,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005532-1","Gear","Bags",2018,"Brick Lunch Bag Red",,,24.99,24.99,29.99,29.99,,757894510091,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005533-1","Gear","Bags",2018,"Brick Lunch Bag Black",,,,24.99,29.99,,,757894510572,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005534-1","Gear","Bags",2018,"Brick Backpack Pink",,,49.99,49.99,59.99,59.99,,757894510060,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005535-1","Gear","Bags",2018,"Brick Backpack Blue",,,49.99,49.99,59.99,59.99,,757894510046,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005536-1","Gear","Bags",2018,"Brick Backpack Red",,,49.99,49.99,59.99,59.99,5711013090722,757894510053,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005537-1","Gear","Bags",2018,"Brick Backpack Black",,,44.99,49.99,59.99,49.99,5711013090739,757894510534,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005539-1","Gear","Bags",2018,"Brick Pouch Yellow",,,,14.99,19.99,,,757894511326,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005134-1","Gear","Posters",2016,"Star Wars Episode VII poster ",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5004591-1","Gear","Posters",2015,"Star Wars Episode IV Poster",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853843-1","Gear","Key Chains/Miscellaneous",2018,"Lester Keyring",,,,,,,5702016218299,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"LJXMAS01-1","Seasonal","Christmas",2003,"Santa Claus",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,44.3900,,"",""
"LJXMAS02-1","Seasonal","Christmas",2003,"Reindeer",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,36.2300,,"",""
"LJXMAS03-1","Seasonal","Christmas",2003,"Christmas Tree",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,31.7000,,"",""
"853788-1","Books","Miscellaneous",2018,"Unikitty Activity Book",,,10.99,14.99,9.99,12.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"40316-1","BrickHeadz","Miscellaneous",2018,"Geoffrey",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005665-1","Gear","Miscellaneous",2018,"Licence to build",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005611-1","Gear","Watches/Clocks",2018,"Police Officer Minifigure Link Watch",,,,24.99,24.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005168-1","Gear","Role-play toys",2018,"Jay Costume",,,,59.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005171-1","Gear","Role-play toys",2018,"Nya Costume",,,,59.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005173-1","Gear","Role-play toys",2018,"Kai Costume",,,,59.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005613-1","Gear","Watches/Clocks",2018,"Olivia Mini Doll Figure Link Watch",,,19.99,24.99,24.99,24.99,5060286805039,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005616-1","Gear","Watches/Clocks",2018,"Stephanie Mini Doll Figure Link Watch",,,19.99,24.99,24.99,24.99,5060286805046,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005692-1","Gear","Watches/Clocks",2018,"LEGO Ninjago Kai Minifigure Link Watch",,,19.99,,,24.99,5060286805251,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005693-1","Gear","Watches/Clocks",2018,"LEGO Ninjago Lloyd Minifigure Link Watch",,,19.99,,,24.99,5060286805268,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853709-1","Gear","Housewares",2018,"LEGO House upscaled mug",,,,,,,5702015989435,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005634-1","Gear","Storage",2018,"Storage Head Large (Skeleton)",,,21.99,29.99,32.99,24.99,5711938030902,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005667-1","Gear","Lights",2018,"Ghost Light Key Chain",,,9.99,,,12.99,4895028521448,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005668-1","Gear","Lights",2018,"Skeleton Light Key Chain",,,9.99,14.99,19.99,12.99,4895028521097,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005609-1","Gear","Watches/Clocks",2018,"City Firefighter Minifigure Link Watch",,,,24.99,24.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005444-1","Gear","Posters",2017,"Millennium Falcon poster",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005445-1","Gear","Posters",2017,"Millennium Falcon poster",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"NEWORLEANS-1","Promotional","LEGO Brand Store Opening Set",2018,"New Orleans store grand opening minifigure ",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781593279325-1","Books","No Starch Press",2018,"The LEGO BOOST Activity Book",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005626-1","Gear","Watches/Clocks",2018,"Jurassic World Blue Buildable Watch",,,19.99,,,24.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781338137200-1","Books","Klutz",2018,"Make Your Own Movie ",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781624146787-1","Books","Page Street Publishing",2018,"Genius LEGO Inventions with Bricks You Already Have",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9783958437623-1","Books","Heel-Verlag",2018,"Bricks & Tricks: The New Big Unofficial LEGO Builders Book",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781513261737-1","Books","Graphic Arts Books",2018,"Build It! Medieval World",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781787018037-1","Books","Lonely Planet Kids",2018,"Brick City - London",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781787018013-1","Books","Lonely Planet Kids",2018,"Brick City - New York",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781787018051-1","Books","Lonely Planet Kids",2018,"Brick City - Paris",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781593279844-1","Books","No Starch Press",2018,"The LEGO BOOST Idea Book",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853844-1","Gear","Key Chains/Promotional",2018,"I Love LEGO Store Shanghai keychain",,,,,,,5702016288186,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005691-1","Gear","Watches/Clocks",2018,"NINJAGO Lloyd Minifigure Alarm Clock",,,24.99,,,29.99,5060286805282,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853831-1","Gear","Role-Play toys",2018,"Police Handcuffs",,,6.99,,,7.99,673419286473,673419286473,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005470-1","Gear","Watches/Clocks",2018,"BB 8 Figure Link Watch",,,19.99,24.99,24.99,24.99,5060286802311,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005472-1","Gear","Watches/Clocks",2018,"Kylo Ren Minifigure Link Watch",,,,24.99,24.99,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"1237-2","System","Town Plan",1955,"Service Station",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781593279226-1","Books","No Starch Press",2018,"The LEGO Zoo: 50 Easy-to-Build Animals",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781593279400-1","Books","No Starch Press",2018,"The LEGO Christmas Ornaments Book 2",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781593279424-1","Books","No Starch Press",2018,"LEGO Micro Cities",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005574-1","Gear","Posters",2018,"Hulkbuster art print",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"3850065-1","Miscellaneous","Pick A Model",2018,"Parisian Guy",,,,,,,5702016169126,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853764-1","Gear","Plush",2018,"Lloyd Minifigure Plush",,,21.99,24.99,29.99,24.99,673419287265,673419287265,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853765-1","Gear","Plush",2018,"Master Wu Minifigure Plush",,,21.99,24.99,29.99,24.99,673419287272,673419287272,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781465467560-1","Books","Dorling Kindersley",2018,"Star Wars: Choose Your Path",1,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781465467140-1","Books","Dorling Kindersley",2018,"The LEGO Book - New Edition",,,,24.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853771-1","Gear","Key Chains/Super Heroes",2018,"Black Panther Key Chain",,,4.99,4.99,5.99,4.99,673419287487,673419287487,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853760-1","Gear","Miscellaneous",2018,"Spinjitzu Stunt Ramp",,,12.99,14.99,18.99,14.99,673419290050,673419290050,,,,,"",0,0,0,,0,0,,,,,,,,,8.9700,6.5000,"",""
"853767-1","Gear","Key Chains/Star Wars",2018,"Star Destroyer Bag Charm",,,4.99,5.99,6.99,5.99,673419287456,673419287456,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853772-1","Gear","Key Chains/Super Heroes",2018,"Cyborg Key Chain",,,3.99,4.99,5.99,4.99,673419287494,673419287494,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853749-1","Gear","Role-Play Toys",2018,"Kai Katanas with Sheath",,,21.99,24.99,29.99,24.99,673419289153,673419289153,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853751-1","Gear","Role-Play Toys",2018,"Lloyd Mask",,,8.99,9.99,11.99,9.99,673419287258,673419287258,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853753-1","Gear","Role-Play Toys",2018,"Shuriken Claw",,,8.99,9.99,11.99,9.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853763-1","Gear","Housewares",2018,"NINJAGO MOVIE Hydr Bottle",,,10.99,,,12.99,673419289528,673419289528,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005573-1","Gear","Posters",2018,"Custom Marvel Art Print",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"9002748-1","Gear","Watches/Clocks",2011,"Buzz Lightyear Minifigure Alarm Clock",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853797-1","Gear","Phone cases",2018,"Phone cover with studs",,,25.99,,,29.99,,673419289054,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005244-1","Gear","Key Chains/Marvel Super Heroes",2018,"Teen Groot",,,,5.99,6.99,,,673419287364,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"SANFRANCISCO-1","Promotional","LEGO Brand Store Opening Set",2016,"San Francisco Exclusive Minifigure Pack",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781338219630-1","Books","Klutz",2018,"LEGO Gadgets",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781465467058-1","Books","Dorling Kindersley",2018,"LEGO Star Wars Ideas Book",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9780762491476-1","Books","Weldon Owen",2018,"Brick by Brick Dinosaurs",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BRICKJOURNAL050-1","Books","Magazines/BrickJournal",2018,"BrickJournal issue 50",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"154-2","Samsonite","Train",1966,"Switch Track",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5005406-1","Gear","Storage",2018,"Ninjago Movie Play & Display Case",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781979247207-1","Books","CreateSpace",2017,"Bricks With Wings",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781979421881-1","Books","CreateSpace",2017,"Bricks In Space",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781974225163-1","Books","CreateSpace",2017,"Warbirds and Air Pirates",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9782344024294-1","Books","Glenat",2017,"LEGO Dino",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9780473422523-1","Books","CreateSpace",2017,"The Unofficial LEGO Color Guide",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"700_1-3","System","",1957,"Canister Set (Switzerland)",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"700_4-4","System","",1964,"Canister Set (Switzerland)",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"700_5-3","System","",1961,"Canister Set (Switzerland)",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"700_6-3","System","",1957,"Canister Set (Switzerland)",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853792-1","Gear","Key Chains",2018,"Brick Separator Key Chain",,,3.99,5.99,6.99,4.99,,673419285643,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853794-1","Gear","Key Chains/Minifigures",2018,"Corn Cob Guy Key Chain",,,3.99,5.99,6.99,4.99,,673419287067,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853795-1","Gear","Key Chains/Minifigures",2018,"Butterfly Girl Key Chain",,,3.99,5.99,7.99,4.99,,673419287074,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853756-1","Gear","Key Chains/The LEGO Ninjago Movie",2018,"Lady Iron Dragon Key Chain",,,4.99,4.99,5.99,4.99,,673419287159,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853757-1","Gear","Key Chains/The LEGO Ninjago Movie",2018,"Lord Garmadon Key Chain",,,4.99,4.99,5.99,4.99,673419287173,673419287173,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853816-1","Gear","Key Chains/City",2018,"Mountain Police Key Chain",,,4.99,4.99,5.99,4.99,,673419287050,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853818-1","Gear","Key Chains/Minecraft",2018,"Steve Key Chain",,,4.99,5.99,6.99,4.99,673419287128,673419287128,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"853819-1","Gear","Key Chains/Minecraft",2018,"Alex Key Chain",,,3.99,5.99,6.99,4.86,673419287135,673419287135,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
